id,sents
8983,she smells nice after a shower
8984,he put on a sweater and go skiing
8985,he received many gifts at his birthday party
8986,he surfed the web to check his email
8987,I gave him some advice on his future career
8988,she planted a tree in her yard
8989,the policeman put the suspect in jail
8990,he printed out the form and filled in the blanks
8991,the turtle deposited the eggs it laid on land
8992,the shipowner adjusted the sail to go faster
8993,he lit the cigarette and began to smoke
8994,the bride threw a bouquet after the wedding
8995,she put her earrings back to the jewelry box
8996,a short lunch break from work makes me eat quickly
8997,every time I got a reply when he received my letter
8998,they were not satisfied with each other and got a divorce
8999,the waiter gave him a menu to order food
9000,he lit a torch to see in the nighttime
9001,I put all my stuff in the luggage to travel
9002,he used a blow dryer after he washed his hair
9003,he used spoons to eat soup
9004,DVD can be used to store information
9005,I ate lemon and my teeth turned yellow
9006,she took off gloves and washed her hands
9007,the cow jumped over the fence and escaped
9008,he left her a lot of money in his will
9009,the little girl tiptoed and rang the bell
9010,he stretched out on the first class of the flight
9011,he walked through the hallway to another room
9012,the ground was covered with snow overnight
9013,the bouquet of flowers is in the middle of the table
9014,Tom wore a suit for a job interview yesterday
9015,she put the guitar on the top of the shelf
9016,he ate some coffee beans in order not to fall asleep
9017,Asia is the biggest continent in the world
9018,her new movie was popular on the theater screen
9019,it's 12 o'clock and the new year is coming
9020,the bird built a nest on the top of the tree
9021,she turned on the light and the room became bright
9022,he used a browser to surf the internet
9023,he pressed the brake to slow the car down
9024,I remember they built a snowman last winter
9025,he found he had less money after he paid the bill
9026,she drove to the gas station to refuel her car
9027,after one year of exercise he became strong
9028,he opened his umbrella when it started to rain
9029,she is a vegetarian and refuses to eat meat
9030,he ran out of gas while driving to work so he walked there
9031,mark is a pilot and he flew an aircraft
9032,jim wrote a message with a pencil on a piece of paper
9033,the businessman went to the airport to catch a plane
9034,he stretched his arms and caught the ball with his hands
9035,the difference between the twins' birth time is one minute
9036,he found enough evidence to convict a crime
9037,jim cut his finger with the knife
9038,tina told her daughter to clean the apartment
9039,jack had bad breath so he ate a mint
9040,susan cleaned her room and she had more space
9041,he ate a hamburger at a fast food restaurant
9042,he felt hungry and went to a restaurant to eat
9043,he suspected there was a mouse in the garage so he brought a cat home
9044,as a geographer he studied the Earth's surface
9045,joe stole some money from his mother's pocket
9046,the child looked up to find stars in the sky
9047,he felt like suiciding and the doctor lent him a hand
9048,tom watched fictions on television
9049,john got up late to take a good rest
9050,susan hung up the phone to wait for another call
9051,she bent her knees to jump up
9052,anne dropped an egg on the floor
9053,the experienced sailor captain the ship
9054,he looked through a telescope to observe a cell
9055,he put on his eyeglasses to see well enough
9056,josh stepped on a seashell when he walked along the beach
9057,he walked barefoot over smooth glass
9058,jefferson forgot to warm up before he did some exercises
9059,he received a degree from the university
9060,james drove his car for a long time everyday
9061,tony used his brakes to stop his bicycle
9062,she found seahorses at the bottom of the sea
9063,he used his credit card to pay the bill
9064,he is the first man landed on the moon
9065,joe slipped on a banana peel
9066,the newborn monkey drinks milk from its mother's breast
9067,carrots make tom sick
9068,josh thought of an idea and wrote a story
9069,jane drove so fast that she got a speeding ticket
9070,jack called his sick friend to check on her
9071,he got paid by the boss because of his hard work
9072,a boat floated in the water
9073,fred turned up the volume of the radio
9074,alex drove the van to the lake
9075,frank brought a can of beer from the grocery shop
9076,mary wore a pretty dress to the dancing party
9077,tom fell and broke his arm
9078,he ate his chop suey with chopsticks
9079,the shower curtain looks good
9080,jamie served delicious food on a dish
9081,he wrote a letter on a typewriter
9082,judy used a toothpick to clean between her teeth
9083,suzie bought her parents a new car for Christmas
9084,lily hid behind a chair
9085,she opened the curtain when she woke up
9086,lewis was having an affair with his boss
9087,hats protect the head from sun and rain
9088,jack handed a dictionary to her
9089,he lent me some money
9090,I gave him the key to open the door
9091,lucy made some tea to serve the guest
9092,paul has a picture taken with two Americans
9093,the boss made him do hard work all day
9094,I heard her singing in the next room
9095,I could hear the rain pattered against the window
9096,my boyfriend brought me some roses on Valentine's Day
9097,our teacher told us to make more effort in study
9098,she made a beautiful dress for the dinner party
9099,the advanced auto machine will save us a lot of labor
9100,his success is due to his excellent work
9101,he turned to his teacher for a question in homework
9102,he tried hard to succeed to please his parents
9103,children are not allowed to drink beer
9104,people became knowledgeable after they read the news
9105,caroline gave her dog a name
9106,he prevented the car from going off the road
9107,franklin is singing in the choir
9108,Fiona wrote a shopping list before she went to the supermarket
9109,police officers enjoy eating donuts in spare time
9110,jill wrote a book about monsters
9111,she flew on a plane abroad
9112,we ate too much that we all puked later
9113,tucker overdosed on heroin
9114,he got dirty after he painted the house
9115,Ariel wanted to surprise Beth by buying her a puppy
9116,larry put his leisure suit on for the meeting
9117,he put a piece of apple in his mouth
9118,he posted a stamp on the letter
9119,alfred stopped at the drive-thru for a hamburger
9120,"on the day of the concert, we went to the concert hall very early for seats"
9121,they bought paper made of wood
9122,they hung out at the coffee shop
9123,joey used a towel to dry himself
9124,wildfires are controlled by firefighters
9125,bees can understand each other's dancing
9126,he looked at the watch worn on his wrist
9127,sleeping bags keep him warm in the wild
9128,a secret is something that few people know
9129,he ate too much that his fart was smelly
9130,he swallowed his food without chewing
9131,he brought his gun for the hunt
9132,the yard was wet after several days of rain
9133,the ship sailed across the icy waters of the Atlantic
9134,the ship turned sharply to avoid a collision
9135,the artist added more colors on his painting
9136,he found a ball to play soccer
9137,the student attended several lectures to learn from different professors
9138,all the guest of the party sat next to the cake
9139,mia got a discount on her groceries so she spent less money
9140,the sun is rising and it's getting bright outside
9141,the conversation is at the end so I hung up the phone
9142,a canal was constructed next to the farmland for irrigation
9143,the skydiver glided safely to the ground
9144,after receiving the vaccine the baby became immune to the disease
9145,todd opened the window to let the fresh air in
9146,the dog chased the cat up the sofa
9147,jane painted a chair and put it aside
9148,lily ordered a salad at a vegetarian restaurant
9149,he wanted to lose weight to fit into previous clothes
9150,"there is a huge, splendid castle standing on the top of the hill"
9151,he found a check of one million dollars in his wallet
9152,he parked his car in the wrong place so he was asked to move it
9153,sally cracked some eggs for the Christmas eggnog
9154,cindy said she was too sick to go to school
9155,the old man was fined for littering in public
9156,jones lost some weight and his clothes fit loosely
9157,he left his dog at his home when he headed for work
9158,the government built an aircraft roadway in the airport
9159,the cat licked her fur carefully
9160,to accommodate the guests he converted the sofa into a bed
9161,my feet are tired because I have been standing up all day
9162,joanna made a pot of chili for dinner
9163,penguins are birds that cannot fly
9164,I attend a class in the classroom
9165,one of the common reasons for flight delay is the traffic of the aircraft runway
9166,in windy days everyone had to hold onto their hats
9167,after eating I put the plate in the sink
9168,the boy read the novel aloud to his deaf grandfather
9169,after a long time of sitting my foot went numb
9170,the photographer snapped the moment when the kids smiled
9171,I slipped on the wet floor
9172,the bar closed early because it was empty
9173,he got pulled over by the police when he was speeding
9174,the kid was abused and ran away from home
9175,bosh realized he forgot something when he looked at his list
9176,the bartender refused to serve the drunk patron
9177,the student received a scholarship for his excellent grades
9178,a train went through a tunnel and the inside of it went dark
9179,the turtle hid in its shell to avoid an enemy
9180,the girl handed down her clothes to her younger sister
9181,the bomb exploded when the terrorist set it off
9182,the food he dropped was ruined by his dog
9183,the book was deemed inappropriate for children
9184,the driver made a wrong turn and the trip took longer time
9185,after I replaced the batteries the flashlight was on
9186,I scratched my skin to relieve the itch
9187,the burglar broke into my house without awakening me up
9188,jason held the door for the woman entering behind him
9189,the mirror in the bathroom fogged up after she took a shower
9190,the security guard put the man down for his sneaky behavior
9191,the driver rotated the steering wheel and the car turned
9192,my shirt was wrinkled so I ironed it
9193,the patient is getting better so the hospital sent him home
9194,we found empty seats in the theater so we sat down
9195,the woman received a diploma after she graduated
9196,emily came upon a puddle on the sidewalk
9197,she covered her ears at the deafening alarm
9198,the audience booed the comedian off the stage for his boredom
9199,the coach gave his player a high five
9200,bob said my breath smelled of garlic so I brushed my teeth
9201,alex was lost so he bought a map
9202,tina pushed the gas pedal to speed the car up
9203,sarah got away with the crime because new evidence was destroyed
9204,I wiped the book with a tissue and the dust on the cover came off
9205,the student chewing gum in class was forced to spit it out
9206,jane forget her ID so she was denied entrance into the bar
9207,a comet collided the moon and a crater formed on it
9208,the benefactor requested to stay anonymous to maintain his privacy
9209,janice felt ashamed of the scar on her face
9210,the x-ray showed that his arm was broken
9211,the boy filled the bucket with sand
9212,taylor upgraded her computer hardware for a better experience
9213,after a religious awakening she began to go to church
9214,I put in some unnecessary contents and the drawers became cluttered
9215,the student flaunted his test grade to his classmates
9216,the boy felt homesick in another country
9217,she launched a rocket and then it flew up into the sky
9218,the boy murmured his reply when his mother told him to whisper
9219,he put the flowers he just bought into the vase
9220,the lipstick on his cheek implied he was kissed by a woman
9221,the gardener put fertilizer in the soil to make his plants flourish
9222,the pipe burst because the water was frozen
9223,the company lost money due to its negative consumer reviews
9224,ben woke up with a toothache so he made an appointment with his dentist
9225,the team lost the game due to the injury of their best player
9226,children are not allowed to watch the movie because it's rated R
9227,paul deleted the email for it's a spam email
9228,the student's grade was lower for the incorrect answer on the exam
9229,the toddler started crying without his favorite toy
9230,monica pushed herself off the top of the slide and glided down
9231,birds fly in the sky
9232,he eats a cake for dinner
9233,I write with a pencil
9234,he peels an apple with a knife
9235,I enjoy dancing shows on TV
9236,Strikes will bring inconvenience to people's lives
9237,you acquire objects when you go shopping
9238,he runs errands to earn money
9239,"If you want to get an answer, you will use a calculator"
9240,You will study more if you want to get somewhere
9241,you feel fear when you advance into a battle
9242,You would cool off because you want to feel more comfortable
9243,You would hang out at the bar because you want to drink with friends
9244,he turns the pages while reading a magazine
9245,You would buy something small because you want to carry it with you
9246,Usually you need to invite friends to a party
9247,he needs to pay the cost of admission to go to a film
9248,He pedaled to ride his bicycle
9249,He used a breeze to cool the freshly cooked beef
9250,"I'm too full for lunch, so I'm going for a walk"
9251,Today's knowledge is too difficult for me to understand
9252,People usually read books they are interested in
9253,You can practice English by communicating more with others
9254,It is especially bad to harm a child
9255,You would enjoy the company of your friends because they hate the same people you do
9256,babies are smaller than adults
9257,You are likely to find a weasel in a burrow
9258,Something that might happen as a consequence of answering questions is you are correct
9259,You would go to a film because you want to be entertained
9260,Standing in the snow makes you feel cold
9261,boats sail on the water
9262,I feel clean after taking a bath
9263,Everyone's skin color is different
9264,Softer tires grip better in wet weather
9265,Disabled people's life is inconvenient
9266,Often do not eat breakfast will make people sick
9267,Most girls make up
9268,Human beings should not destroy the environment
9269,People shouldn't play pirated games
9270,"I watered the flowers every day, so it opened very well"
9271,I want to go out for a picnic in fine weather
9272,"Cooking is a very interesting thing, so I like it"
9273,"I exercise every day, so I am very healthy"
9274,Eating a lot makes me fat
9275,I want to have my hair cut because my hair is too long
9276,I like to win
9277,a spring day would make you want to fly a kite
9278,You are likely to find a bookshelf in a furniture store
9279,He put a sheet of paper in the printer.
9280,you parked your car in the garage
9281,a lot of people get hurt at war
9282,it is normal for people to use the computer to play games
9283,The space shuttle needs fuel to fly
9284,Your mother gave birth to you
9285,he usually goes to the gym to do exercise
9286,people often go swimming in a pool
9287,he uses soap to clean himself
9288,He cooked a meal in an iron pot.
9289,people usually dream when they fall asleep
9290,he uses a lot of words to post a message
9291,Students enhance their academic abilities by doing homework
9292,he uses fire to warm himself
9293,he is drunk because he drinks too much alcohol
9294,He braked with his right foot while driving.
9295,he drinks water when he is thirsty
9296,Eating more vegetables will make people healthy.
9297,getting enough sleep will make you energetic
9298,Playing the strings makes the guitar sound
9299,Pour detergent into the washing machine to wash clothes
9300,Dieting is a way to lose weight
9301,Most people work to earn money
9302,females are those who get pregnant and give birth to the next generation
9303,Concentration improves learning efficiency
9304,Electricity can start electronic devices
9305,People usually have breakfast before lunch
9306,He took a nap in the bed
9307,Teachers usually give lectures to students
9308,Cinemas usually play movies when the lights are off
9309,He filled the car with petrol and drove off
9310,She often competes with her classmates who are equal to her grades
9311,He threw his hook into the lake to catch fish
9312,I need a dictionary to translate languages I don't understand
9313,Swimmers in swimming competitions usually need to wear swimsuits
9314,She often observes the stars with a telescope at night
9315,He communicated with his friends by letter
9316,Kissing is a way of expressing love between couples
9317,Household cleanliness after housework
9318,"In most cases, you need a passport to go to other countries"
9319,People usually go to bars for drinks
9320,Students with poor eyesight mostly sit in the front rows of the classroom
9321,"If you think TV programs are too loud, you can reduce the volume"
9322,Usually the one who gets a higher score in basketball game wins the game
9323,He wrote a book review after reading the book
9324,People usually travel to the other side of the earth by plane
9325,"If you gain too much weight, you won't be able to wear the clothes you used to wear"
9326,People usually laugh after hearing a funny joke
9327,a new hairstyle will give me a new look
9328,too much smoking can cause pulmonary disease
9329,"when you drive across the border, your car may be inspected."
9330,"it rarely rains in the desert, so the desert is dry"
9331,usually there are many stores in malls
9332,milk is from cows' body
9333,Chicago is the name of a city
9334,you can set a mouse trap to catch the mouse
9335,I put my clothes in a closet
9336,this car is too expensive for Tom to buy it
9337,people can pick lemons off from trees
9338,the color of the orange is orange
9339,this plate looks very good
9340,I'm afraid to take flight because the plane may crash
9341,a farm may grow a crop of fruit and vegetables
9342,"if you want to have lunch, you can choose a restaurant"
9343,most people use legs to walk
9344,silk is a common material for wedding gowns
9345,he likes sitting in a boat and floating on the lake
9346,"if you want to travel, you should have a talk with a travel agent"
9347,you can jump out of a window if the window is open
9348,you need to be asleep first then you can awake
9349,a thief stole my wallet
9350,Tom caught a big fish in the sea
9351,I'm dirty now so I need to take a shower
9352,I can see the light from the moon at night
9353,he is kind to others so he has many friends
9354,they put out a fire successfully with water
9355,I often watch movies with my girlfriend at the cinema
9356,the waiter serves me coffee in the same cup every morning
9357,the car broke down so I lifted the hood to check it
9358,eating an apple every day can be good for your health
9359,we use windows to let the light shine into the house
9360,we can learn what happened in the past by reading diary
9361,I parked my car in the garage
9362,I learned to play the piano to enjoy music
9363,confidence is often a remarkable character of the speaker
9364,people often sleep with their pajamas on
9365,humans can fly with planes
9366,curiosity is one of the reasons people travel
9367,two people who love each other will kiss
9368,a first class airline seat is for rich people
9369,Alice was late three times this week and the boss was very angry for it
9370,he swims in his own swimming pool every day
9371,the telephone is one of the most important inventions in human history
9372,I poured milk on top of the cereal as my breakfast
9373,he is a pitiful person because he has no home
9374,the food tastes very good and I enjoy it very much
9375,the bar is a good place to have fun
9376,"if you don't know how to cook it, you can follow a recipe"
9377,nearsighted people need glasses to read
9378,many precious stones are used in jewelry
9379,we built up an army to protect ourselves
9380,"when you are drowning, a lifeguard can save your life"
9381,I shouted at the top of my voice to catch her attention
9382,I felt the building was shaking and then I realized it was an earthquake
9383,they gave me a chair to sit when I came in
9384,children can't learn to read until they reach a certain age
9385,sleeping at night is for not being tired
9386,I will make sure the door is locked when I leave the house
9387,I was so happy to see an old friend in a foreign land
9388,she had a bad day and she felt blue
9389,"when my plants are dry, I water them"
9390,I enjoy the sunshine in the afternoon very much
9391,I was very happy because my little brother was born yesterday
9392,I kicked the ball into the goal and win the football match
9393,it's really cold so I light a fire to get warmth and light
9394,today I washed vegetables
9395,I tripped on a rock and then fell
9396,I drove from China to Russia
9397,many trees fell to the ground during the windstorm yesterday
9398,a salesman can fool a customer
9399,you can gather energy by eating food
9400,something can't be bought for the high price
9401,I bought him a book
9402,I left my wallet in my car
9403,you need the right bait if you want to fish
9404,we need a referee to ensure the game is fair
9405,I send my new book to bookstores to sell it
9406,I caught this rabbit in the forest
9407,"when I am not fit, I will go to the hospital to ask help from a doctor"
9408,we can find salt in ocean water
9409,a thousand people are going to listen to his speech today
9410,I lost patience in the traffic jam
9411,the criminal was sent to prison and he felt very regretful
9412,the laughter of the audience is the best encouragement for the comedian
9413,I lay in the bed to have a sleep
9414,I felt very nervous before taking the midterm
9415,throw things you don't want any more into the trash container
9416,you need to buy a ticket before going to watch a baseball game
9417,every morning I read the news in the newspaper
9418,soccer ball is a kind of ball
9419,I borrow this book from the library
9420,drinking too much vodka can make you drunk
9421,I am used to having a cup of coffee for waking up in the morning
9422,glass is a common material for a bowl
9423,I need to see a doctor because I had violent stomach pains
9424,my lifestyle is green and I plant trees every year
9425,I bought a ticket and watch a movie at the cinema
9426,It's very interesting to ride a horse on the grassland
9427,they began to enjoy being together after they fell in love
9428,parents often use chocolate to reward their children
9429,Tom was very sad because he was bullied in school
9430,eating salty food would make you thirsty
9431,using a washing machine to wash T-shirt is very convenient
9432,I wait to grow longer hair
9433,I have a bottle for drinking water in my office
9434,we use shoelaces to ensure that shoes will not drop when walking
9435,my dream is to be a teacher because I want to share my knowledge
9436,child need to be taught how to read
9437,the taste in art is a subjective matter
9438,the plane is one of the fastest things in the world
9439,the weight machine showed that I had grown fatter
9440,you need to pass exams if you want to graduate
9441,"although he is rich, he lives a frugal life"
9442,I carried a spoon to eat soup
9443,"to be a pilot, you need to accept strict training"
9444,the dog barked all day and I had to wear ear plugs
9445,I prepared a rocket to go to mars
9446,I will wear thicker clothes in winter to stay warm
9447,I pulled the door shut with my hand
9448,I used my second hand to lift my coat
9449,cut your toenails if you don't want your socks to have holes
9450,after finishing all my work I felt very relaxed
9451,you can find rocks underground
9452,you can find rocks underground
9453,it's dangerous to go when the traffic light is red
9454,people in the desert often look forward to rain
9455,my favorite thing is surfing in the sea
9456,today I forgot to bring my chopsticks and couldn't have lunch
9457,you need a ruler to measure the distance
9458,her snide comment about my weight greatly hurt me
9459,the ground was covered by leaves after the storm
9460,we can see different people by traveling
9461,Jim stole her bicycle and now he is a criminal
9462,people smoke to have fun
9463,every boat has a life jacket to prevent a person from drowning in water
9464,the drink is too iced because I dropped many ice cubes in
9465,a good chef can cook good food
9466,we dug on the ground to drill a well for the village
9467,he is such a smart boy that he learns everything fast
9468,he can't walk with an injured foot
9469,I was so hungry that I ate the whole chicken
9470,the chef is hired to cook food for customers
9471,he is a nice boy because he smiles to everyone
9472,I feed my cat every day
9473,I took off my clothes to take a shower
9474,Tom smashed glass and used another one after cleaning
9475,I stored my books in a box
9476,you have to wait if you want to catch a fish
9477,I need to go to the hospital to treat my legs
9478,he got a divorce and became a single man
9479,trees grow roots to prevent being knocked down
9480,we are all very happy that it's sunny again after so many days raining
9481,I'm looking for the staircase to go upstairs
9482,I applied for the job to earn money
9483,I bought a new toothbrush to clean my teeth
9484,I used an umbrella to avoid drenching in the rainy day
9485,I hurried to the ticket window to buy two tickets
9486,luck is part of the reason I can succeed
9487,I connected to the Internet to shop online
9488,Alice lacks the leadership to be in charge of a project
9489,"as a butcher, I killed animals every day"
9490,toothpaste is common in the bathroom
9491,my baby needs a bottle of milk every day
9492,he brought a moon cake for his wife
9493,Tom hunted a bear in the forest
9494,he went to the bedroom because he felt sleepy
9495,he was very happy when his pay raised
9496,the baby kangaroo will be put in its mother's pouch
9497,we always drink juice at breakfast
9498,I felt stomachache after having expired food
9499,a credit card allows me to pay money later
9500,I do sports every day to keep healthy
9501,I brought a car in the store
9502,she plays water polo well so she is good at swimming
9503,I draw well so I have an advantage in art
9504,her skin got more brown after sunbathing
9505,I slowed down my car to park it
9506,I am looking for a new job after being fired
9507,you need hardware and software to surf the Internet
9508,I helped the boy to find his dad
9509,I prepared some cookies to power myself
9510,policeman tried to arrest criminals to send them to prison
9511,I will go to the hospital tomorrow to check if I'm healthy
9512,I heard the sound of the birds
9513,nurses take care of patients
9514,the fans sat in the stands to enjoy the football match
9515,I called a taxi and paid for the trip
9516,I keep things orderly so that I can find something quick
9517,I wore my wedding ring on my left hand
9518,a calculator can help you do sums faster
9519,villagers dug a well to get water
9520,I used glass to make a fish tank by myself
9521,I put my books in the bookshelf
9522,everyone is amazed at her appearance when they first time see her
9523,we need woods to produce pencils
9524,I sunbathe on the beach every summer vacation
9525,a fine day is a good chance to dry the clothes
9526,if you are robbed you should call the police
9527,he had an operation on his brain yesterday
9528,the fish is a very common dish for coastal people
9529,I see a duck swimming in the river
9530,I spent more time on studying so I had better grades
9531,Elisa was terrified bitten by a snake
9532,I use the knife to cut the beef
9533,eating too little is an unhealthy way to lose weight
9534,she was very happy when her son was admitted to the best school
9535,bars are not just for drinking
9536,my grandpa can't sleep so he took sleeping pills
9537,I'm looking for a postman to mail the letter
9538,every time my cat eats a fish it is very happy
9539,pandas are rare so we protect them in the zoo
9540,she can become a model because she has a good figure
9541,she asked the cook to add more sugar because she loved sweets
9542,we listened carefully to what the teacher was saying
9543,you need a mask to prevent the spread of infection
9544,I bought a razor for my dad as a gift
9545,you need to answer the phone when the phone is ringing
9546,we agreed on a location before we met
9547,the roof shelters us from the rain
9548,we shouldn't order too much food in the restaurant
9549,Muslims do not eat pork because of religion
9550,Coca-Cola has been popular for hundreds of years because of its taste
9551,I just can't balance myself to ride the bicycle
9552,he grew up one year older after every birthday
9553,air conditioning can change the temperature effectively
9554,I divorced after I found out that my wife had cheated on me
9555,I used the leaves to pack the pork
9556,I need a piece of soap to take a shower
9557,the heroine kisses her lover in this movie
9558,people in the desert lack water
9559,queuing is a rule for good order
9560,nose is the organ we use to breathe
9561,we planted trees for a better world
9562,reading can improve our thinking ability
9563,autumn is the season of harvest
9564,advertising is used to show the advantages of products
9565,she employs a driver because she can't drive
9566,it's a great honor for me to have a talk with the president
9567,he needed a calculator to solve this difficult calculation
9568,chatting with American is good for our English learning
9569,farmers can pick up apples on the trees
9570,Americans couldn't understand what he said because of his strange accent
9571,illness can be found during routine physicals
9572,I earned money by working
9573,my mother found that she was pregnant yesterday
9574,my nice wearing left a good impression on him
9575,my new day began with a beautiful morning
9576,I bought some chairs to open a cafe
9577,rice is the main food for some people
9578,the game company makes games for money
9579,the shopping mall is filled with shops
9580,the poem used many beautiful words
9581,a wall without touching the ground is impossible
9582,the handle on the door is for ease of use
9583,newspapers are printed by printers
9584,I need to buy a CD to listen to music at home
9585,you can buy a wrench on the Internet to fix the windows
9586,I bought a headphone to enjoy the music alone
9587,my parents went to different public toilets just now
9588,my mother asks me to tidy my room every day
9589,programmers write code every day to earn money
9590,you need to have a long time learning to be a musician
9591,the library is a good place to study because of its quiet environment
9592,I'm writing code on the computer
9593,I used paper bags to be environmentally friendly
9594,we can work in the night thanks to the electricity
9595,soldiers wore fatigues to hide in the jungle
9596,I gradually forgot something due to the memory decay
9597,Japanese has borrowed heavily from English
9598,I need a stamp to send this letter
9599,I forbid my daughter to walk alone in the darkness
9600,the rain fell into my shoes and my socks got wet
9601,I can't live without food
9602,"this is a bumper harvest year, we picked tons of apples from apple trees"
9603,stone can hit through the paper
9604,extreme temperature can be found on the south pole
9605,I chose the farther cafe because of the distance
9606,I felt sadder after eating terrible food
9607,I need inspirations to design bowls
9608,the law gave the police the right to search your house
9609,I lit the fireplace to warm myself
9610,the flowers are blooming
9611,we can play with dogs
9612,he thought it would rain soon so he carried an umbrella
9613,I brush my teeth every day to keep them clean
9614,we can use real data in scientific researches
9615,we should pay attention to the traffic light when we go across the road
9616,the modern city is more industrialized than the countryside
9617,we went to the cemetery to remember the dead people
9618,my favorite photo was in my lost wallet
9619,"if we pick up other's wallet, we should return it to the owner"
9620,the language is a part of a nation's culture
9621,everyone has unique fingerprints
9622,my head hurts
9623,I found a lipstick in my mother's makeup cabinet
9624,I fed wheat to my pigs
9625,my family go to the park to see lotus every summer
9626,I bought some desserts in the shopping mall for my daughter
9627,high-calorie food is more likely to make people fat
9628,the puppy wanted to find its mother's breast to be fed
9629,humans' lifespan has been extended thanks to the development of medical technology
9630,one day humans will settle on another planet
9631,sailors work in the ocean
9632,teachers assign homework to the students
9633,appearance is not very important for athletes
9634,nice wearing can cause people to notice you at the party
9635,wearing a party hat to attend the celebration is perfect
9636,you will feel better about yourself when you dress nice
9637,I cut my hair shorter at the barber's
9638,I can count the number of the moon in the sky
9639,we can't breathe in the water because I don't have gills
9640,I could smell the whiskey on his breath
9641,I sat in the backseat of the taxi with my girlfriend
9642,chefs should wash their hands before preparing food for customers
9643,people go to jail because they sinned
9644,I saw snow in South Africa in June
9645,a thicker cloth can help you keep warm in snowy days
9646,the bicycle is a useful transportation tool in campus
9647,fans went mad when their team scored a goal
9648,I was fined for cheating in the exam
9649,the hot weather made me keep sweating
9650,you can't try out products when you shop online
9651,music can make driving a joyful thing
9652,everyone said I had two beautiful lips
9653,relaxed mindset is a useful skill in marathon running
9654,both funerals and weddings are major ceremonies
9655,I often bought chalk for teachers to write on the blackboards when I was a boy
9656,his mother died for giving birth to him
9657,gardeners grow flowers in gardens
9658,I use paint to change the color of my room
9659,I can't forget the night that I saw Mars with telescope
9660,I burned myself accidentally when I was cooking
9661,every time I hang out at the bar I will get drunk
9662,I gave birth to my eldest son
9663,you should have your passport ready before you take international flights
9664,I'm looking for a gas station to refuel my car
9665,I refused to drive after drinking wine
9666,mushrooms are a very common dish in Asia
9667,we can change our names when we want
9668,flu can spread easily through touch
9669,my daughter was terrified when she menstruated for the first time
9670,airports are a feat of modern engineering
9671,I'm so busy that I haven't slept for two days
9672,we can't breathe without the lungs
9673,I brought my sailing ship to float in the sea
9674,he won a prize as best actor
9675,I don't know what's my real vocation
9676,Joel said goodbye to his kids before traveling to Africa
9677,you will find a payment counter in a bank
9678,writing a story requires creativity
9679,a parachute bag can save your life when you are falling from a high place
9680,I love my girlfriend and I want to marry her
9681,humans can be identified by their unique fingerprints
9682,it has been rainy for a long time and the river flooded
9683,I attended a classical concert to enjoy music
9684,music is a form of art
9685,a wood stove is a heat source
9686,"where knowledge begins, religion ends"
9687,many animals eat grass but humans don't
9688,I need to bring my wallet when I go to the restaurant
9689,I am so lucky to find my true love
9690,the sun rises every day in China
9691,I called the front counter and asked them to send some food to my room
9692,they have reserved a box for us in the theatre
9693,I promised to help my boyfriend although I was too busy
9694,football players wear short sleeves to lose heat
9695,I want to make an appointment for a facial next week
9696,plastic surgery is for beauty
9697,goose liver is an expensive ingredient
9698,some ingredients are expensive because it's rare
9699,ingredients need to be cooked before being eaten
9700,I was disappointed because the expensive food tasted bad
9701,garbage recycling is a green lifestyle
9702,thanks to the seat belt I survived in the car accident
9703,starving people care little about food quality
9704,natural disaster will pity no one
9705,a campfire can be nice on a cold night
9706,boys usually don't wear dress in China
9707,I need electricity to power my smart watch
9708,I spent the whole night sleeping to get off the jet lag
9709,gardeners water the roots of the trees every day
9710,I wanted to join them because I enjoyed chatting with them
9711,he found he was gay when he fell in love with a man
9712,weighing an elephant is very difficult because of its heavy weight
9713,the benign tumor doesn't have fatal harm for you
9714,kids catch butterflies for fun
9715,drinking milk can help teenagers grow taller
9716,I used to take notes on the paper
9717,I use a spoon to eat rice
9718,students need to write their names on the examination paper
9719,perming will make your hair curly
9720,twins were born on the same day
9721,one kilogram of stone is as heavy as one kilogram of feather
9722,it's crazy to turn on the electricity fans on a freezing day
9723,we need different visas to visit different countries
9724,people doing unselfish things are really noble
9725,spring festival celebrates the first day of the Lunar New Year
9726,after the loan we need to pay back to the bank
9727,I always carry my laptop with me
9728,Nike printed the logo on the clothes
9729,I took a video to record the process of my son making cakes for the first time
9730,doctors often wear masks to prevent the spread of infection
9731,I have more and more white hair as I get older
9732,nobody has ever really heard or seen god
9733,wearing leather shoes are a good choice for weddings
9734,grasshoppers can be a food source
9735,a library is a good place to stay on rainy days
9736,most of the earth's surface is covered by water
9737,students attend college to further their education
9738,language is one way to communicate for human beings
9739,language changes slowly as time goes by
9740,a cup of coffee in the morning can make you more energetic
9741,I pressed the accelerator in my car to speed up
9742,I ate hamburgers to end my hunger pains
9743,the plane landed smoothly at the airport
9744,"at adolescence, muscles go through a growth spurt"
9745,plants develop from seeds
9746,washing your car is for keeping it clean
9747,people invented toothpaste to keep teeth clean
9748,you can buy drinks from vending machines without communicating with cashiers
9749,movie stars are often photographed by others in public
9750,it seems my joke is funny because everybody laughed
9751,you need to be careful of sharks when you swim in the ocean
9752,I finished my work before I going to sleep
9753,"I can't afford the flight ticket from China to the US, so I decided to take ship"
9754,animals in the Acrobatic Troupe are fed every day
9755,teammates are here to work with you in teamwork
9756,the teacher was very angry that I was late for school again and again
9757,girls wear skirts in winter for beauty
