id,sentence,label
18009,Pandas like to eat bamboo leaves,0
18010,There are very few pandas,0
18011,The dog isn't very loyal,1
18012,You can eat vegetables to get vitamin C,0
18013,Eating more vegetables is good for health,0
18014,Apples are good for people's health,0
18015,Sugar cane generally lives in the north,1
18016,Oranges live in the north,1
18017,The coconut palm doesn't live in the tropics,1
18018,There are not a lot of living creatures in the tropics,1
18019,Dogs aren't reliable,1
18020,Study hard to get good grades,0
18021,Summer is very hot,0
18022,Winter is hot,1
18023,Maple leaves don't fall in autumn,1
18024,The fruit ripened in autumn,0
18025,Don't take medicine when you're sick,1
18026,Learning shouldn't be done step by step,1
18027,We shouldn't listen to teachers carefully in class.,1
18028,It is not polite to say hello,1
18029,Rats are pests,0
18030,Carrots are not good for your eyes,1
18031,We should not help the weak.,1
18032,Parents should spend more time with their children.,0
18033,"In school, you should obey the rules and regulations.",0
18034,"In amusement parks, parents should take good care of very young children.",0
18035,Parents should not listen carefully to their children's voices,1
18036,We should take care of the trees.,0
18037,"As a child, you do not have to help your parents do housework.",1
18038,Parents shouldn't be patient in educating their children,1
18039,The United States is a developing country,1
18040,Trains usually close ticket-checking lanes minutes after departure.,1
18041,Cooking is not easy for children,0
18042,China is a developing country,0
18043,"If you want to take a bus, you need to buy a ticket",0
18044,Things are not changing every day,1
18045,We can get more by sharing,0
18046,"When the fruits are ripe in autumn, they need to be harvested",0
18047,"If you eat sugar, it will give you a quick energy boost",0
18048,Running for too long won't make you tired,1
18049,You don't need a license if you want to drive,1
18050,"If you want to get a job, you mustn't learn a skill first",1
18051,"If you don't want to work overtime, get the job done quickly",0
18052,Listening to light music helps you sleep faster,0
18053,"If there's nothing you can do, it's a good idea to ask for help",0
18054,Be careful when using electricity,0
18055,You should save water,0
18056,You can use the water from the dishes to water the flowers,0
18057,Turn the power on when you leave,1
18058,High voltage will not threaten human safety,1
18059,"When taking a bus, you often have to wait for a while.",0
18060,Do not be careful when the machine is running because it is safe.,1
18061,Rock and roll isn't a kind of music.,1
18062,Do not keep quiet in class,1
18063,"If you have homework, don't do it on time so that the teacher won't blame you.",1
18064,"If you have an appointment with someone else, you must be punctual.",0
18065,Running can not strengthen the body,1
18066,Long-time exposure to the sun will not tan,1
18067,"If you have any questions, you must not remember to ask the teacher.",1
18068,"If you want to realize your ideal, you must take action.",0
18069,Do not wash your hands before eating,1
18070,Dogs and cats are the same species,1
18071,Corgi is a dog,0
18072,We don't have to cover cotton quilt in summer,0
18073,Peanuts are not edible,1
18074,The language of American TV shows is usually Chinese,1
18075,You must n wash your hands before eating,1
18076,Apples are usually sweet,0
18077,Three-month-old babies can speak already,1
18078,There is a tornado so all the citizens stay indoors,0
18079,Asians generally have yellow skins,0
18080,The seawater is sour,1
18081,Air conditioners don't need electricity to work,1
18082,Lily turns in her homework in time every day so she is liked by teachers,0
18083,Swallows cannot fly,1
18084,Gardenias are smelly,1
18085,Moss usually grows in a dry environment,1
18086,Steamed bread is not edible,1
18087,Fish can only live in water,0
18088,The Yellow River is in China,0
18089,He used to drink coffee every morning,0
18090,Humans have tails,1
18091,He drove into the gas station to refuel,0
18092,8-year-old Tom can drive the plane already,1
18093,Mint can confuse the mind,1
18094,The ripe wheat is golden,0
18095,He refueled his bike,1
18096,Apples can only be read,1
18097,Roses are not only red,0
18098,Mice eat cats,1
18099,The lotus grows in the water.,0
18100,Cheese is a kind of soy product.,1
18101,Air can't help combustion.,1
18102,Wood can't burn.,1
18103,Car exhaust is harmful to the atmosphere.,0
18104,The altitude of the plateau is very high.,0
18105,The kangaroo's tail is useless,1
18106,Cats have no sex,1
18107,Mobile phone can make phone calls,0
18108,Confucianism is an important part of Chinese culture,0
18109,Water can be boiled in certain condition,0
18110,Pure water isn't gas,0
18111,Grapes grow on trees,1
18112,There are fish in the river,0
18113,Wine is made from bananas,1
18114,The winter temperature in the north is very low,0
18115,Nails never grow,1
18116,Milk is good for health,0
18117,Alcohol can disinfect,0
18118,Bulls can conceive,1
18119,Don't keep your eyes too close to the screen when watching TV,0
18120,The moon can produce light,1
18121,People sweat when they are cold,1
18122,Rubber will harden over time,0
18123,It's more comfortable to sit in a chair without a back,1
18124,Sparks are easily generated when you take off your sweater in winter,0
18125,People feel strong when they catch a cold,1
18126,She uses the pot to cook,0
18127,There are more mosquitoes at night than during the day,0
18128,Snow is white,0
18129,Open the window when you get up in the morning,0
18130,Human blood is green,1
18131,Wintersweet blossoms in summer,1
18132,Bamboo is solid,1
18133,Doors can be opened without the key when they are locked,1
18134,Glue can be used to stick things,0
18135,Pyramids are not used for living,0
18136,Get up early in the morning and open the window to block fresh air out,1
18137,Hot springs are hot,0
18138,A towel can dry the water on your body,0
18139,Plastic does not change when exposed to sunlight,1
18140,A building can float on water,1
18141,The silk road was paved with silk,1
18142,There are still living dinosaurs in the world,1
18143,Cut apples don't change color when they expose in the air for a long time,1
18144,Smoking has no effect on health,1
18145,Owls have very stiff necks,1
18146,The largest area on earth is the ocean,0
18147,The tongue cannot taste,1
18148,Honey peaches are not peaches,1
18149,Human appearance is not only determined by genes,0
18150,Edible salt can be used for seasoning,0
18151,Sugar and salt taste different,0
18152,"When there is no water when thirsty, you can use oil instead.",1
18153,Glass must be transparent,1
18154,She uses scissors to cut papers,0
18155,Aunt is a female,0
18156,A magnifying glass zooms out objects insight,1
18157,A man has two legs,0
18158,Eyelashes grow above the eyes,0
18159,Normal people can distinguish between colors,0
18160,Durian has a smell,0
18161,Pandas are colorful on the outside,1
18162,Seahorses live on the grassland,1
18163,The body can sweat through the skin,0
18164,The surface of bitter melon is not smooth,0
18165,Seedless watermelons have no seeds,0
18166,Birds can fly,0
18167,Squirrels have very small tails,1
18168,Leaves will fall,0
18169,Snakes never shed their skins,1
18170,People sometimes yawn,0
18171,Snakes walk on their feet,1
18172,People's hair turn white when they get old,0
18173,Ostriches can't fly,0
18174,Winter in Antarctica is colder than that in Australia,0
18175,Every volcano erupts,1
18176,A camel's hump is useless,1
18177,There is little vegetation in the desert,0
18178,Clouds will fall onto the ground,1
18179,Clouds are not solid,0
18180,The tide of the sea never rises or falls,1
18181,The sun is a fiery ball,0
18182,The earth is a sphere,0
18183,Fish can float and sink in water,0
18184,Fish will jump out of the water before stock plunge,1
18185,Ostriches never stick their heads in the sand,1
18186,Wild geese line up when flying,0
18187,Sugar can decay the teeth,0
18188,Vapor condenses into water when the temperature goes down,0
18189,His obsession with alcohol brought him poor health,0
18190,buildings in metropolitan have become taller than ever,0
18191,He was fired because he succeeded in meeting the requirements of the company,1
18192,I turned up my collar against the wind to keep warm,0
18193,This device is designed for the conversion of usable products into waste,1
18194,Squirrel will make a store of nuts for the winter,0
18195,Babies often crawl on the floor before they learn to walk,0
18196,He has put himself under undue strain and needs to exercise gently,0
18197,He didn't drink at the party so he is sober enough to drive us home,0
18198,The little girl who forgot to bring a coat shivered in the warm,1
18199,The dam can provide against the flood,0
18200,He eats stale bread for breakfast every day,1
18201,A veteran driver often gets lost,1
18202,The waiter brought us the drinks by a towel,1
18203,"The boy,stealing a book,was chased out by the shopkeeper",0
18204,Patients with hypertension should reduce the daily intake of salt,0
18205,It is a common truth that boys are smarter than girls,1
18206,My weight fluctuated wildly depending on how much I ate,0
18207,Dip your hair in to see how hot the water is,1
18208,Rain will destroy forests,1
18209,Global warming poses a threat to many rare species on earth,0
18210,He pushed hard on the acceleration pedal to avoid a collision,1
18211,He washed his car down with the garden rake,1
18212,We took the children to the dock to see the ships,0
18213,We collected shells on the beach,0
18214,My mom bought the sofa at the electric power company,1
18215,Now many students are oriented towards science subjects,0
18216,His father is a wealthy businessman so he always worries about the money,1
18217,A strong typhoon destroyed the city,0
18218,They recalled the good old days together,0
18219,There were so many people that I had to join the queue for the toilets,0
18220,Bad weather makes traffic jam better,1
18221,"When eating fish, remove the fish meat",1
18222,Salesmen always introduce the advantages of their products to customers,0
18223,"This month's expenditure has exceeded the limit, so we can eat in the restaurant for the next time",1
18224,It is easy to look for a needle in the haystack,1
18225,"If your hands are dirty, you can wipe them with a tissue",0
18226,It's wrong to drink and drive,0
18227,Woodpeckers can jump between trees,1
18228,it's summer and few flowers are in bloom,1
18229,Plum blossoms bloom in winter,0
18230,Watermelon can be eaten in summer,0
18231,Rainbows usually come after rain,0
18232,Tomatoes taste good when they are fresh,0
18233,Cows are herbivores,0
18234,use the elevator when there is a fire,1
18235,She loves her father and wants to marry him,1
18236,"He is too happy to say ""hello"" to his teacher",1
18237,You should go to school early,0
18238,It's right to face the punishment when you do something wrong,0
18239,The old man likes to play chess,0
18240,We cannot smoke in public,0
18241,Man can be born again,1
18242,You can get success if you work hard,0
18243,All mosquitoes suck blood,1
18244,You can take other people's things without permission,1
18245,Eating lots of sugar can not make people fat,1
18246,Pedestrians should not obey traffic regulations,1
18247,the opposite sex can get married in this world.,0
18248,Students cannot eat in class.,0
18249,Family harmony is good for children's growth.,0
18250,I can make a snowman in winter.,0
18251,We can see stars in the daytime.,1
18252,People over the age of 20 can get married.,0
18253,A tadpole's mother is a frog.,0
18254,People carry umbrellas on windy days.,1
18255,Typhoons often occur inland.,1
18256,The moon cannot shine by itself.,0
18257,People always sleep during the day.,1
18258,Stop at a yellow light when driving.,1
18259,Knives are safe to small children.,1
18260,Horror movies make people feel scared.,0
18261,Too much sugar is bad for your teeth.,0
18262,We can have hair for breakfast.,1
18263,Birds are good at swimming.,1
18264,We see with our ears.,1
18265,You can't drive after drinking.,0
18266,Goldfish can't blink.,0
18267,Feathers are light.,0
18268,Time can be turned back.,1
18269,Money can buy everything.,1
18270,Adversity makes a man grow.,0
18271,Summer is too hot to wear a condole belt.,1
18272,You can go to the drugstore to buy food.,1
18273,People play football on the basketball court.,1
18274,Teachers like students with good grades.,0
18275,I can do my homework with chalk.,1
18276,Tom made a lot of friends because of his extroversion.,0
18277,There are many clouds in the sky.,0
18278,I'm glad I got 100 on the English test.,0
18279,People can read in the sun.,0
18280,I eat a lot of vegetables every day for my health.,0
18281,The police work at the police station.,0
18282,"When we arrived at the railway station, the plane had flown away.",1
18283,"In order to protect the environment, people should drive more cars.",1
18284,Whales are egg-laying animals.,1
18285,Dogs can eat chocolate.,1
18286,I can see the weather outside through the window.,0
18287,Watermelons are cheap in summer.,0
18288,The logging Union went to the forest to cut down trees.,0
18289,Trains can run on rails.,0
18290,Cold is an incurable disease.,1
18291,Playing basketball should wear slippers,1
18292,Examination results are very important for students.,0
18293,Human needs to recover his strength through exercise.,1
18294,The human heart is always resting.,1
18295,Soldiers often need to undergo arduous training.,0
18296,The sun will disappear cloudy days,0
18297,Drinking too many drinks is bad for your health.,0
18298,Coke is a fruit juice drink.,1
18299,People should conflict with each other.,1
18300,You need to buy tickets when you take the train.,0
18301,The duty of a doctor is to protect his family and his country.,1
18302,Tides are a natural phenomenon,0
18303,Everyone wants to be ugly.,1
18304,Wolf is a very gentle animal.,1
18305,Petroleum is a non-renewable energy source,0
18306,Human beings usually work during the day and sleep at night.,0
18307,Dinosaurs are the ancestors of mankind,1
18308,The amusement park is a good place to play.,0
18309,Trees absorb nutrients through their roots,0
18310,I squeezed the ketchup on the bread.,0
18311,The invention of airplanes disrupted people's lives.,1
18312,Everyone should be courteous to an ambulance.,0
18313,Honey is the juice secreted by the queen bee.,1
18314,Diamond is made up of carbon.,0
18315,Vegetables can provide people with plenty of fat.,1
18316,The moon is always round.,1
18317,The territory of every country can be violated,1
18318,"The universe has only one planet, that is Earth.",1
18319,Thieves steal people's arms,1
18320,Music is a very beautiful sound.,0
18321,A scarf is a kind of warmth preservation,0
18322,Refrigerator accelerates food deterioration,1
18323,Whales are the largest mammals in the world,0
18324,Fish are cold-blooded animals.,0
18325,Minors can buy cigarettes,1
18326,the gym is a good place to eat.,1
18327,I like watermelon very much because it's very unpleasant.,1
18328,"He is a selfish man, so he is very popular.",1
18329,I squeeze oil on bread for breakfast,1
18330,the Steam engine is the most important record in human history.,1
18331,Peter was five minutes late to catch the last bus.,1
18332,The poor are very rich.,1
18333,The piano is one of my favorite instruments.,0
18334,We can go to the barber's to have a haircut.,0
18335,He likes to explore the sea on foot.,1
18336,Sound can travel in the air.,0
18337,The emperor was the most powerful man in ancient times.,0
18338,Mobile phones are a portable mean of communication,0
18339,Crossing the road is dangerous,0
18340,Everyone should have a quality of honesty.,0
18341,A hat is a protective device,0
18342,The eye is the organ to see,0
18343,Friendship is an important food,1
18344,Everyone's life habits are different.,0
18345,People need to wear short sleeves in winter to resist the cold.,1
18346,Different styles of dressing can give people different feelings.,0
18347,Ships need to sail on the sea.,0
18348,A lot of alcohol is good for your health.,1
18349,Drivers without a driver's license can drive on the road.,1
18350,Emergency lanes can be occupied on expressways,1
18351,There are many plants in the desert.,1
18352,You should run when you feel tired.,1
18353,There are many classrooms in the school.,0
18354,Shoes should be on the hanger,1
18355,People can pick apples from trees.,0
18356,Plastics are very hard.,1
18357,Pigs can survive in the ocean.,1
18358,Cloth can be used to make clothes.,0
18359,People need to eat to get energy.,0
18360,Tigers live in the jungle,0
18361,I need to eat to alleviate hunger.,0
18362,Buses need gas to run.,0
18363,Makeup can make girls more beautiful,0
18364,Cars can travel on land.,0
18365,The rabbit is very ferocious.,1
18366,Many people like to drink fruit juice.,0
18367,Piranha is a very ferocious fish.,0
18368,Salt is the most common condiment in life,0
18369,Cups can be used for drinking water.,0
18370,the ocean is fit for human existence,1
18371,Old skin becomes very smooth.,1
18372,Drinking too much beer will give you an appetite,1
18373,Driving through the sidewalk should be slow down,0
18374,There are many icebergs in the Arctic.,0
18375,"When you feel cold, you should add clothes.",0
18376,There are many stars in the entertainment circle.,0
18377,Wool comes from shearers.,1
18378,"This dress is very expensive, so I can't afford it.",0
18379,Lemon tastes very sweet.,1
18380,The color of the sea is blue.,0
18381,Heater can provide a low-temperature environment,1
18382,We can go swimming in the swimming pool,0
18383,Many people like to make phone calls on their mobile phones.,0
18384,She likes to travel by mobile phone.,1
18385,You can open the window and let the sunshine in.,0
18386,You should see a doctor when you are ill.,0
18387,There are many little white rabbits floating in the sky.,1
18388,We can learn knowledge from books.,0
18389,Water can be used to put out fires.,0
18390,Internet cafe is a good place to surf the Internet,0
18391,The fresh cake tastes terrible.,1
18392,Elephants are one of the most important human inventions.,1
18393,People can have fun in the playground.,0
18394,Dinosaurs don't exist now.,0
18395,I have five legs.,1
18396,I can heat food in the microwave.,0
18397,Maple leaves are red in the autumn.,0
18398,The duty of a soldier is to teach and educate.,1
18399,People can go into space by plane.,1
18400,I wear sandals in winter.,1
18401,Man walks on ten legs.,1
18402,I called a fireman after she fainted,1
18403,Penguins live in the air.,1
18404,Some girls like handsome guys.,0
18405,I look taller in high heels.,0
18406,Mosquitoes bite people.,0
18407,Students cannot cheat on exams.,0
18408,People can't drive on the road without a license.,0
18409,Those who work hard are sure to succeed.,1
18410,All people use the right hands to write.,1
18411,Music can make people nervous.,1
18412,The sun falls in the east.,1
18413,We can see animals in the botanical garden.,1
18414,You can lose weight by eating junk food.,1
18415,I can watch movies at the cinema.,0
18416,Humans can fly.,1
18417,"The harder you study, the better your grades will be.",0
18418,The mirage can appear in the desert.,0
18419,Playing computer games for a long time is bad for health.,0
18420,Fish can live without water.,1
18421,I'm reading the book.,0
18422,Eating breakfast is good for health.,0
18423,Junk food is bad for our body.,0
18424,Writing papers is a great way to relax.,1
18425,Men can give birth to children.,1
18426,The electric light is a great discovery.,1
18427,Frogs can live in the water.,0
18428,The coffee tastes too weak for her so she asks for some milk,1
18429,We take umbrellas on a rainy day.,0
18430,I can go to school by bus.,0
18431,Fishermen can catch sharks in the river.,1
18432,Pears grow on trees.,0
18433,Mobile phones cannot be used to take a video.,1
18434,Men can't stay long hair.,1
18435,Tim always goes to the same restaurant for breakfast,0
18436,Having a special skill is very important for new graduates.,0
18437,Mobile phones need to be recharged.,0
18438,People should categorize everything out after you use it.,0
18439,Young workers are not usually neglected in the workplace.,1
18440,People are anxious when they go to strange surroundings.,0
18441,"When it rains, you should take an umbrella.",0
18442,Excessive obesity is bad for your health.,0
18443,Excessive thin is not good for your health.,0
18444,"If you don't understand, you should not ask questions.",1
18445,People's thoughts shouldn't be updated from time to time,1
18446,Playing chess is good for people.,0
18447,Managers usually have no strong abilities.,1
18448,Family environment is not important for children.,1
18449,Peeling doesn't need to be done before eating fruit.,1
18450,Lions like to eat grass.,1
18451,English teachers are good at teaching arithmetic.,1
18452,Birds can fly by wings.,0
18453,He wants to go to the supermarket to buy a pet.,1
18454,I work 30 hours a day.,1
18455,Rabbits can imitate human speech.,1
18456,People can learn to drive in primary schools.,1
18457,Man can be reborn.,1
18458,We turn on the air conditioner to cool off in summer.,0
18459,Tigers are ferocious animals.,0
18460,I can watch the moon rise in the evening,0
18461,A car has two wheels.,1
18462,People eat with their eyes.,1
18463,Children like to eat sugar.,0
18464,The patients live in hospitals.,0
18465,Bicycle is an environmentally friendly means of transportation.,0
18466,People feel bad when they are ill.,0
18467,Students can cheat in exams.,1
18468,The table can bring us light.,1
18469,He eats breakfast in the morning.,0
18470,I saw clouds floating in the sky.,0
18471,We need to wear cotton jackets in summer.,1
18472,The air people breathe in is oxygen.,0
18473,People need to sit and walk.,1
18474,I wear my shoes on my feet.,0
18475,I keep the food in the microwave oven.,1
18476,Eating too much for supper is bad for health.,0
18477,People can communicate through language.,0
18478,Mobile phones can be used when they are out of power.,1
18479,Bees can make honey.,0
18480,There is no dragon in real life.,0
18481,I can see bacteria through a microscope.,0
18482,I can see myself on the wall.,1
18483,It's hot to have long hair in the summer.,0
18484,He lit his cigarette with wood.,1
18485,Cancer is easy to cure.,1
18486,Waste batteries are harmful to the environment,0
18487,People build houses on the ground.,0
18488,Not all cars burn oil.,0
18489,We feed turtles with dog food.,1
18490,The woman applies facial cream on her mouth.,1
18491,Three-year-old children can drink wine.,1
18492,People enjoy the cool under the trees.,0
18493,Players play basketball with their hands.,0
18494,People can take subway underground.,0
18495,No Internet makes people's life more convenient.,1
18496,Man cannot live without air.,0
18497,Planting more trees are beneficial to windbreak and sand fixation.,0
18498,Bananas are sour.,1
18499,People go to the vegetable market to buy vegetables.,0
18500,The leaves are green in summer.,0
18501,The fruit ripens in autumn.,0
18502,People use telescopes to see things clearly in the distance.,0
18503,Children like to eat snacks.,0
18504,Water can quench thirst.,0
18505,Fish can leave the water.,1
18506,The tortoise runs very fast.,1
18507,Students cook at school.,1
18508,The sun rises in the morning.,0
18509,The ice will freeze when the sun shines on it.,1
18510,I can pick apples from the pear tree.,1
18511,Fire is hot.,0
18512,You can talk freely in class.,1
18513,People can live without water.,1
18514,People can cross the road at will.,1
18515,A pair of hiking shoes would help when you climb a mountain.,0
18516,Children can play with fire freely.,1
18517,Fighting is a good behavior.,1
18518,Raw water cannot be drunk.,0
18519,The moon appears in the daytime.,1
18520,Apple is a kind of fruit.,0
18521,Wind can easily blow sand up.,0
18522,They caught a rabbit in the forest.,0
18523,Most of the grass is inedible.,0
18524,The street lamp comes on when it is dark,0
18525,He is a farmer and good at cultivating students,1
18526,They went camping and lived in five-star hotels.,1
18527,We go to the hospital to see a doctor.,0
18528,The sun rises in the west.,1
18529,Eating more sugar regularly is good for your teeth.,1
18530,Playing more computer games can improve academic performance.,1
18531,Drinking coffee helps children grow taller,1
18532,People can change their destiny by working hard.,0
18533,Teachers like honest children.,0
18534,We can make a lot of noise in the library.,1
18535,We can't smoke in public.,0
18536,Children can receive knowledge only from their teachers.,1
18537,Bats go out to hunt during the day.,1
18538,I can play badminton alone.,1
18539,There is plenty of water in a desert,1
18540,Koreans like pickles.,0
18541,He called me and my phone rang.,0
18542,We should wash our hands after going to the toilet.,0
18543,Staying up late may shorten a person's life span.,0
18544,People usually relieve stress by killing people.,1
18545,You have a fever and need to continue working.,1
18546,"When we are sad, we laugh.",1
18547,She dated an alien yesterday.,1
18548,Man can't live on Mercury.,0
18549,We can't spit everywhere.,0
18550,You can't eat spoiled food.,0
18551,Most people have hearts in the right chest.,1
18552,Locusts are beneficial insects.,1
18553,She never rides roller coasters because she has a heart condition.,0
18554,People should overeat.,1
18555,Pencils can be used to write.,0
18556,It was so hot that he drank a cup of hot water,1
18557,He tied the stick with a rope,0
18558,He was in such a good mood that he could not help dancing,0
18559,"He had a lot of work to do, so he left early",1
18560,He put out the fire with oil,1
18561,He opened the door before he went out,1
18562,He overslept and was late for work,0
18563,He picked up a knife and began to comb his hair,1
18564,"The water in the pot boiled, so he turned off the fire",0
18565,His handwriting is so well that people always praise him,0
18566,"There was a lot of rubbish on the ground, so he began to sweep the floor",0
18567,The movie was so funny that he cried with sadness,1
18568,The problem was so difficult that he worked it out easily,1
18569,He went to the museum in the afternoon,0
18570,"He is afraid of the dark, so he goes out every night",1
18571,He has a bad memory and never forgets anything,1
18572,He played a tune on the table,1
18573,She is tall and short,1
18574,The ant jumped up the tree,1
18575,He plugged in the power first and turned on the TV,0
18576,"He often dreams, so his sleep quality is very good",1
18577,"He was sleepy, so he put down his phone and got ready for bed",0
18578,He tanned after he went to the desert for a few days,0
18579,He cleaned the table with sandpaper,1
18580,He is 12 years old and he is an adult now,1
18581,"He had spent all his money, so there was still a lot of money in wallet",1
18582,"He doesn't like crowded places, so he always stays indoors",0
18583,He applied a band-aid to the wound to stop the bleeding,0
18584,Mom doesn't have a beard,0
18585,My elder brother is two years younger than me,1
18586,He put the glass hard on the ground,1
18587,"He is allergic to peanuts, so he often eats peanut butter",1
18588,"It was too noisy outside, so he closed the window",0
18589,He crumpled up the paper and threw it into the dustbin,0
18590,He went fishing by the river,0
18591,He was stung by a bee,0
18592,It rained last night and the road was dry,1
18593,She runs in sneakers,0
18594,"He broke up, so he was very happy",1
18595,He couldn't afford a new car so he bought a second-handed car,0
18596,"She ate expired food, so she broke her bone",1
18597,"He is nearsighted, so he has a pair of reading glasses",1
18598,"Today is her birthday, so she gave gifts to others",1
18599,Doctors sometimes get sick,0
18600,He went to the amusement park to refuel his car,1
18601,The doctor told her to eat more sugar when she had cavities,1
18602,The whole class passed the exam and the teacher is angry,1
18603,He is good at playing basketball so he becomes a professional player,0
18604,He picked up a house at random,1
18605,He picked up a lot of volleyball on the beach,1
18606,She sang on the stage,0
18607,He watches TV shows on his iPad,0
18608,"Grandma has no teeth, so she can't eat nuts",0
18609,It was hot and he sweated all over the body,0
18610,He went to the ladies' room,1
18611,He washed his hands with soap,0
18612,He saw a seagull in the desert,1
18613,The mice chewed through my glass,1
18614,"Her birthday is on February 29th, so she has a birthday every year",1
18615,The traffic light was red and he stopped,0
18616,He took a pen out of his schoolbag,0
18617,"The sun was too bright, so he put on his sunglasses",0
18618,He unlocked the door with his car key,1
18619,He smelled grilled fish in the corridor of the hospital,1
18620,He planted the tree in the middle of the road,1
18621,"He has a poor appetite, so he can't eat",0
18622,He sat on the sofa watching TV,0
18623,He went to the railway station by plane,1
18624,Dad was shoveling grass on the highway,1
18625,They went camping in kindergarten,1
18626,"The box was too heavy, so she had a hard time moving it",0
18627,Dad shaves with a razor,0
18628,Modesty makes one make progress,0
18629,He had breakfast in the morning,0
18630,He saw Mickey Mouse in Disney park,0
18631,"He doesn't like fruit, but he likes apples",1
18632,The song was so beautiful that he heard it many times,0
18633,"He was very efficient, so he finished the task ahead of time",0
18634,Transportation facilities belong to public property,0
18635,Learning history can help us understand what will happen in the future.,1
18636,Flammable and explosive articles allowed on high-speed rail,1
18637,All dogs in public places should be released,1
18638,Scholarships are a disgrace to students.,1
18639,Dictionaries can explain some laws of nature.,1
18640,Different people have different occupations.,0
18641,Taking notes in class is a bad habit,1
18642,Sewerage is not important to the city,1
18643,A swimming pool is a good place to swim.,0
18644,The heart of a kind person is very beautiful.,0
18645,The lighthouse misled the ship.,1
18646,Beggars are usually homeless,0
18647,Badminton is one of my favorite sports.,0
18648,He likes jogging in the playground.,0
18649,He likes fishing at sea.,0
18650,The earth is very suitable for human habitation.,0
18651,Weather change is an artificial behavior,1
18652,Mercedes-Benz is the name of an animal.,1
18653,Teeth are hard organs in the human body.,0
18654,Airplanes can dive into the water.,1
18655,Wolves are social animals.,0
18656,Cheetah is a lovely cat,1
18657,Milk is a fermented product,1
18658,Coke is a traditional condiment,1
18659,People can take a bath in the bedroom.,1
18660,The polar region is very warm.,1
18661,Cheese is a fermented milk product.,0
18662,Ancient and modern have the same social system,1
18663,Bees are a beneficial insect,0
18664,There should be inequality between men and women.,1
18665,Bars are good places to dance to your heart's content.,0
18666,The kitchen can cook.,0
18667,I like to eat with chili peppers.,0
18668,People can talk to the dead on the phone.,1
18669,Monday is people's legal holiday,1
18670,Most judges are unfair.,1
18671,Business seats on high-speed rail are suitable for the poor.,1
18672,Man can breathe in a vacuum,1
18673,I parked my car in the parking lot.,0
18674,We can close the windows to ventilate.,1
18675,The sun itself shines.,0
18676,The duty of the police is to help criminals.,1
18677,The knife is very soft.,1
18678,Tornadoes are an animal.,1
18679,Hospitals are places where people treat diseases.,0
18680,Different people have different looks.,0
18681,Everyone has their own interests and hobbies.,0
18682,Tanks are a very powerful means of communication.,1
18683,Cancer is an easy disease to treat.,1
18684,The duty of students is to study hard.,0
18685,Bricks are made of clay.,0
18686,Trees can be planted on the land.,0
18687,The sun brings light to people,0
18688,The light of the moon comes from itself,1
18689,Different vehicles have different speeds,0
18690,Drugs can cause great harm to the body.,0
18691,Driving through a puddle should be fast,1
18692,A bow is the name of a butterfly.,1
18693,Fruits are rich in vitamins.,0
18694,Man has wings and can fly in the sky.,1
18695,An Ostrich is a fast-flying bird.,1
18696,He likes to travel by cat.,1
18697,You can sign up for a tour group to travel.,0
18698,Butter is a kind of milk.,1
18699,Motorcycles need cooking oil to drive,1
18700,Farmers live by planting money,1
18701,Summer is very hot in all seasons.,0
18702,Electric cars need gasoline to drive,1
18703,The bedroom is a good place to cook.,1
18704,Ancient people were very advanced in science and technology when comparing to modern people,1
18705,Pesticides kill pests,0
18706,Dogs mainly heat through sweat glands,1
18707,Plants migrate at any time in harsh environments.,1
18708,Humans can photosynthesize,1
18709,The human stomach is a digestive organ.,0
18710,The candle turn electricity into light,1
18711,People are born equal.,0
18712,Everyone should trample on the law,1
18713,People like to have a cute dog as a pet,0
18714,The snail's shell is his home.,0
18715,Human beings have long tails,1
18716,Gold is very cheap.,1
18717,People should wear glasses when they are myopic,0
18718,The order of writing in modern society is from right to left.,1
18719,War is very cruel.,0
18720,Science and Technology Make Our Society Backward,1
18721,Different races have the same skin color,1
18722,The earth is an elliptical planet.,0
18723,He was fired by his boss for his diligence,1
18724,You should continue to work if you feel tired and stressful.,1
18725,You don't need to receive treatment if you realize that you suffer from depression.,1
18726,Disposable plastic bags will lead to great damages to the environment.,0
18727,Judging a man by his appearance is bad.,0
18728,Goal setting is necessary.,0
18729,Too much indulged in games is wrong.,0
18730,Young people should not do volunteer actions.,1
18731,Frustration education should be Strengthened.,0
18732,Health is not important to live.,1
18733,Mobile phones don't bring convenience to life,1
18734,Trees aren't indispensable to environment.,1
18735,Knowledge is of little importance in our life.,1
18736,People don't need to read selectively.,1
18737,Environment is very important for a restaurant.,0
18738,Drugging abuse is a good thing.,1
18739,Vocabulary isn't an important part of English learning,1
18740,Salary level is an important criterion to measure a job.,0
18741,Water resources are very important to people.,0
18742,Eating appropriate amount of fruit is good for people.,0
18743,Alcohol isn't harmful to the human body.,1
18744,An adequate sleep is an important factor in maintaining good health.,0
18745,Excessive weight loss is not a big problem.,1
18746,Excessive jealousy is a good thing,1
18747,Global warming should attract people's attention,0
18748,Drinking coffee is not harmful to human health.,0
18749,It's good to spoil children.,1
18750,Not having breakfast will be harmful to people.,0
18751,Teachers should scold children too much,1
18752,People should not indulge in gambling.,0
18753,People should drive after being drunk,1
18754,Man and nature shouldn't live in harmony,1
18755,People don't need to pay attention to hygiene.,1
18756,Drivers should drive over the speed limit.,1
18757,Air is not important to human beings.,1
